Country/Region,0
Canada,"[ 0.00000e+00  1.25000e-01  1.25000e-01 -1.25000e-01 -1.25000e-01
 -1.25000e-01  1.25000e-01  3.75000e-01 -3.75000e-01 -5.00000e-01
  2.50000e-01  3.75000e-01  1.25000e-01  0.00000e+00  0.00000e+00
 -3.75000e-01 -3.75000e-01  2.50000e-01  1.25000e-01 -1.25000e-01
  2.50000e-01  2.50000e-01 -1.25000e-01  0.00000e+00  1.25000e-01
 -2.50000e-01 -2.50000e-01  0.00000e+00  0.00000e+00  2.50000e-01
  3.75000e-01  1.25000e-01 -2.50000e-01 -6.25000e-01 -1.25000e-01
  1.37500e+00  1.37500e+00 -1.00000e+00 -1.75000e+00 -1.25000e-01
  6.25000e-01  1.37500e+00  8.75000e-01 -1.62500e+00 -1.25000e-01
  5.00000e-01  2.50000e-01  2.87500e+00  5.62500e+00  2.37500e+00
 -1.00000e+01  1.11250e+01  2.35000e+01 -1.33750e+01 -8.12500e+00
  2.37500e+00  6.37500e+00  2.37500e+01  2.38750e+01  5.82500e+01
 -1.98750e+01 -9.37500e+01  2.11250e+01  1.41250e+01 -3.81250e+01
  6.38750e+01 -4.22500e+01 -1.37750e+02  2.23250e+02  1.51125e+02
 -4.11875e+02 -2.93750e+01  4.76875e+02 -2.03375e+02 -3.98125e+02
  1.55375e+02  7.85000e+01 -3.26250e+01  3.65000e+01  2.30000e+01
  1.12875e+02  5.00000e+00 -2.32500e+01  1.94875e+02 -3.16250e+01
 -3.69250e+02 -1.19125e+02  2.68125e+02  1.34375e+02 -1.09875e+02
  3.33750e+01  1.00750e+02  2.55000e+01]"
Central African Republic,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.125  0.125 -0.25  -0.25   0.125  0.375  0.25  -0.5   -0.5    0.25
  0.25   0.     0.     0.     0.     0.     0.     0.     0.     0.625
  0.625 -1.25  -1.25   0.625  0.625  0.     0.     0.     0.     0.
 -0.125  0.     0.375  0.    -0.375  0.     0.125 -0.5   -0.5    1.25
  1.5   -0.25  -1.   ]"
Chad,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.125  0.125 -0.25  -0.25   0.125  0.375
  0.25  -0.5   -0.5    0.25   0.25   0.25   0.5   -0.25  -0.875 -0.125
  0.375  0.125 -0.125 -0.25   0.     0.5    0.375 -0.375  0.5    1.625
 -1.    -3.    -0.25   1.625  0.75   0.125 -0.625 -0.625  0.375  0.375
  0.     0.     0.   ]"
Chile,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.125   0.125   0.125   0.125  -0.625  -0.125   0.875
   0.      0.875   0.5    -0.75    2.875   0.75    3.5    10.625  -8.375
 -23.25   14.75   43.25  -12.75  -43.     10.     33.      1.5   -14.
  11.     -1.75  -38.     -4.     21.5    -6.25   -5.25   13.25    1.625
 -23.125 -24.875   0.     35.625  32.5   -28.375 -52.75  -18.25   21.125
  42.875  27.875   3.375 -22.125 -34.75    1.875  21.     -2.75    3.5
  23.375  10.875  -2.5  ]"
China,"[ 5.100000e+01  5.187500e+01  1.700000e+01  1.797500e+02  1.253750e+02
 -3.680000e+02 -1.551250e+02  2.141250e+02  3.057500e+02  3.542500e+02
 -3.442500e+02 -5.041250e+02 -7.487500e+01 -1.523750e+02 -8.812500e+01
  1.687500e+01  3.037500e+01 -7.500000e+00 -2.437500e+02  1.514625e+03
  2.504875e+03 -2.408250e+03 -4.291500e+03  5.051250e+02  2.005750e+03
  2.830000e+02 -2.581250e+02  2.321250e+02  4.247500e+02 -1.148750e+02
  6.587500e+01  6.575000e+01 -3.470000e+02  3.087500e+01  9.350000e+01
 -9.050000e+01  2.418750e+02  2.662500e+02 -9.600000e+01 -1.286250e+02
  6.537500e+01  1.751250e+02  1.453750e+02 -1.166250e+02 -2.147500e+02
  3.325000e+01  7.050000e+01 -6.737500e+01 -1.737500e+01 -1.087500e+01
 -6.362500e+01  6.800000e+01  1.590000e+02 -1.237500e+01 -1.172500e+02
  8.750000e-01  4.750000e+01  2.250000e+00 -8.875000e+00 -3.500000e+01
 -5.400000e+01 -1.425000e+01  1.412500e+01 -4.875000e+00 -1.000000e+00
  8.375000e+00  1.200000e+01  2.862500e+01  1.000000e+01 -2.425000e+01
 -3.900000e+01 -3.250000e+01  1.125000e+01  5.275000e+01  1.262500e+01
 -3.662500e+01 -1.400000e+01  7.000000e+00  1.250000e+01  8.625000e+00
 -2.737500e+01 -3.387500e+01  8.500000e+00  2.100000e+01  2.125000e+00
  3.875000e+00  4.000000e+00 -2.500000e-01  2.250000e+00 -1.550000e+01
 -2.287500e+01 -3.250000e+00  7.250000e+00]"
Colombia,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.125   0.125  -0.25   -0.25
   0.375   1.125   0.25   -1.5     0.375   2.625   1.5    -1.     -1.625
  -0.25   -1.125   6.25    8.375  -9.375  -2.5    16.125  -9.875 -29.125
   5.25   27.      7.125  -9.5    -0.625   4.125 -14.875  -9.625   7.125
  -2.5    12.     40.25   -1.375 -48.625  -2.125  -0.625 -56.75    2.25
  58.      5.     -5.75   16.5    11.375  18.375 -15.375 -31.875   3.25
   2.25   -0.875   8.5  ]"
Congo,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.125  0.125 -0.25  -0.25   0.375  0.375 -0.5   -0.5    0.375  0.375
 -0.25  -0.25   0.125  0.125  1.875  1.875 -3.75  -3.75   1.75   1.75
  0.25   2.75   2.375 -5.125 -5.     4.     4.    -3.    -3.     1.5
  1.5    6.375  6.375 -9.625 -9.625  0.125  1.625  5.25   3.375 -1.625
 -5.    -5.75  -4.   ]"
"Congo, the Democratic Republic of the","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.125  0.125 -0.125 -0.125
 -0.125 -0.125  0.25   0.375  1.125  1.25  -1.625 -1.875  1.     0.75
 -0.875 -1.5   -1.125  1.625  2.75   0.125  1.125  0.875 -2.625 -2.125
 -1.75  -0.125  0.625  1.375  2.5   -3.125  0.5    6.75  -3.375 -7.125
  0.     3.25   3.875  1.25  -0.625 -0.375 -2.875 -4.125 -0.625  3.
  4.75   4.125  2.75 ]"
Costa Rica,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.125  0.125  0.25   0.75  -0.375 -1.375  1.125  1.25  -2.25
 -1.5    1.75   2.     0.125  0.375  2.125  0.625 -2.375 -2.75  -0.375
  0.75   1.25   2.    -0.25  -3.5   -4.75  -1.125  5.     4.25  -2.75
 -3.75   1.25   1.25  -1.375  0.125  5.     3.    -7.25  -5.     4.125
  1.25  -2.125  1.5    1.    -3.375 -1.25   1.625  0.    -0.375  2.125
  3.75   1.625 -0.25 ]"
Cote d'Ivoire,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.125   0.125  -0.25   -0.25    0.125   0.125   0.375   0.5
  -0.25   -0.625   0.      0.375   0.625   6.375   4.5   -11.125  -9.25
   2.375   9.125   9.375 -11.5   -12.75    5.875   5.375   4.75    0.75
  -1.875   7.     -3.125  -7.625   1.     -0.25    4.625  -2.5   -12.5
  -6.375   1.375   7.125  14.75   16.75  -12.    -23.125   6.75    9.5
  -8.75   -7.375  -1.5  ]"
Croatia,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.125   0.375   0.     -0.5     0.
   0.125  -0.375   0.      0.5    -0.125  -0.5     0.25    0.25   -0.375
   0.125   1.125   0.25   -0.25    1.25    0.     -1.625  -1.125   0.5
   3.625   2.375   4.75    7.25   -6.875  -9.875  -0.875  -4.5     2.
   9.625  -4.375  -8.75    6.     10.5    -5.875 -16.125  -3.25    5.
   5.625   3.     -1.75    3.      5.125  -8.125 -20.75    7.75   28.75
  -4.75  -22.25   -5.25    8.375   7.625  -6.      1.625  18.875   4.75
  -3.125   4.625   5.5  ]"
Cuba,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.375   0.5    -0.625  -1.      0.125   0.625   0.375
   0.375   0.625   0.125   0.375   0.5    -2.125  -1.5     1.625   0.75
   3.      4.5    -3.5    -7.125  -2.5     2.5     5.      1.125  -3.375
  -1.      2.125   4.5     5.125  -6.75  -14.     -0.5     7.625   1.5
  -0.5     0.5     1.      1.875  -2.625  -4.5     1.625   3.375  -0.625
  -0.875   1.125   1.5  ]"
Cyprus,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.25   0.375  0.    -0.375  0.25   2.125
  0.    -3.75   0.5    2.75  -0.875 -0.875 -0.625  0.5    1.875 -0.375
 -3.125 -1.125  2.     0.625  4.25   2.875 -6.375  2.25   8.125 -6.
 -9.125 -2.875 -1.5    3.25   7.5    3.75  -2.125 -5.5   -5.     1.875
  7.875  2.125 -8.    -5.375  3.625  2.5   -1.375 -0.375  0.75   2.875
  2.375 -1.25  -2.5  ]"
Czechia,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.375   0.375  -0.5    -0.125   0.75    0.375  -0.625  -0.25    0.625
  -0.75    5.375   5.75   -7.25   -0.125   9.     -3.875  -4.25    6.125
  16.25   17.75  -19.75  -35.75   -7.25    8.5    28.375  34.125   5.375
  -9.875 -37.75  -67.125   0.125  58.75   20.25   -1.      0.    -25.375
 -46.625  -3.125  46.125  23.875 -17.375 -41.25  -11.875  29.375  -4.75
 -30.375  33.5    51.125 -17.875  -6.     15.125 -41.5   -25.5    21.5
  19.125  17.375  19.   ]"
Denmark,"[ 0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  1.2500e-01  1.2500e-01  0.0000e+00
  1.2500e-01 -2.5000e-01 -3.7500e-01  8.7500e-01  5.0000e-01 -1.2500e-01
  5.0000e-01 -5.0000e-01  6.1250e+00  2.6625e+01  2.8500e+01 -1.1000e+01
 -3.4500e+01 -3.2625e+01 -3.7375e+01  1.5000e+00  4.6250e+01  2.6250e+01
 -3.6250e+00 -6.6250e+00 -7.5000e+00 -9.6250e+00 -4.6250e+00  2.5000e+00
  1.8250e+01  1.9375e+01 -4.3750e+00 -1.2750e+01 -5.0000e+00  2.3750e+00
  1.2625e+01 -1.0000e+02 -1.4650e+02  1.8075e+02  2.6150e+02 -7.0875e+01
 -1.2825e+02 -9.0000e+00 -9.0000e+00 -3.4625e+01 -1.7750e+01  7.8750e+00
 -7.5000e+00  6.6250e+00  2.5125e+01 -1.0375e+01 -3.3750e+00  1.1250e+01
 -3.0125e+01 -1.0625e+01  7.5000e+01  4.7750e+01 -5.8250e+01 -3.2750e+01
  3.7500e+01  1.7875e+01 -8.0000e+00]"
Diamond Princess,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      7.625   7.625 -14.875  -6.     15.75
  -5.875 -12.375   4.625  12.625  11.375  -1.375  -5.5    -7.75  -18.5
 -19.      1.125  25.125  18.25  -12.875 -13.875   7.5     6.125  -1.
   0.875   0.875  -0.125  -0.125  -0.25   -4.     -3.625   7.625   7.5
  -3.75  -39.5   -35.75   71.5    71.5   -35.75  -35.75    0.      0.75
   0.75   -1.5    -1.625   0.625   1.      0.    -33.125 -33.625  64.75
  67.75  -31.25  -34.75    0.25    1.375  -2.875  -2.5     4.25    3.875
  -2.125  -2.      0.      0.      0.      0.      0.      0.     -2.625
  -2.625   4.625   4.5    -1.5    -1.125  -0.375  -0.75   -0.125  -0.125
  -0.25   -0.125   0.   ]"
Djibouti,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.125
   0.125  -0.25   -0.25    0.125   0.375   0.25    0.5     0.5    -1.625
  -1.375   1.5     0.75    0.125   1.25   -1.     -2.25   -0.75    1.
   5.625   2.625  -5.875  -3.     -2.      1.5    10.75    7.125   1.125
  -8.25    0.875  23.    -18.25  -48.625   2.5    25.625   1.125 -23.625
 -15.     19.75   32.75 ]"
Dominica,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.125  0.25  -0.125
  0.125  1.    -0.5   -2.125 -0.375  1.125  0.625  0.125 -0.25  -0.25
  0.375  0.375 -0.5   -0.5    0.25   0.25  -0.375 -0.375  0.375  0.375
  0.375  0.375 -0.375 -0.375  0.     0.     0.     0.    -0.125 -0.125
  0.25   0.375  0.25 ]"
Dominican Republic,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.125   0.125  -0.25   -0.25    0.125   0.25    0.125   0.125   0.125
  -0.625  -0.625   0.375   0.375   0.75    0.75   -1.5    -0.375   1.875
   0.      4.      7.875   4.75   -1.5   -13.     -6.125  11.625   4.625
  -3.375   4.75  -10.875 -12.875  30.25    4.75  -46.625 -20.75   29.125
  44.5   -15.25  -33.25   27.375  32.5   -14.625 -46.875  -9.875  23.375
  12.5    14.25    0.625  -8.25   -8.75   -1.75  -22.5   -50.75   38.
  86.375  14.25  -25.   ]"
Ecuador,"[ 0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  7.50000e-01  7.50000e-01 -1.37500e+00 -1.00000e+00
  1.25000e+00  1.25000e-01 -1.37500e+00 -1.25000e-01  1.00000e+00
  2.50000e-01 -2.50000e-01  1.25000e-01 -2.50000e-01  7.50000e-01
  1.37500e+00 -8.75000e-01  1.50000e+00  8.12500e+00  1.11250e+01
  1.42500e+01  6.25000e+00 -2.75000e+00  5.00000e-01 -3.58750e+01
 -5.57500e+01  2.05000e+01  6.42500e+01  7.25000e+00 -4.23750e+01
 -4.63750e+01  6.00000e+00  1.06250e+02  8.47500e+01 -8.85000e+01
 -1.58875e+02 -2.70000e+01  8.75000e+01  2.93750e+01  3.76250e+01
  1.15750e+02  1.83375e+02  5.88750e+01 -5.13500e+02 -4.26250e+02
  2.57750e+02  2.74750e+02  9.62500e+01  4.01250e+01 -5.15000e+01
 -1.83750e+01  2.63750e+01 -3.06250e+01 -8.40000e+01 -1.37500e+01
  3.01250e+01 -1.97500e+01 -4.50000e+01]"
Egypt,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.125   0.125  -0.25   -0.25    0.125   0.125   0.
   0.      0.      0.      0.      0.      0.      0.     -0.125  -0.125
   0.375   0.375  -0.375  -0.375   0.25    1.75    1.25    0.875   2.
  -5.375 -10.875  -0.625  12.5    10.875  -2.875  -7.375   2.5    -0.5
  -6.5     5.875  -2.25  -13.      7.     10.875  -2.75   -0.5     0.
  -4.875  -0.5     1.625   3.25    5.125   0.75    4.375   3.    -10.25
   1.875  12.125 -14.25  -20.75   -0.625   7.5    -3.75   -5.625  38.125
  36.25  -24.    -32.75  -13.     -5.5     0.125  10.375  12.75    7.25
  10.875   7.375   0.5  ]"
El Salvador,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.125  0.125  0.     0.    -0.375 -0.125
  1.     0.75  -1.    -1.     1.125  0.875 -1.375 -1.875  0.625  2.75
  0.375 -1.5   -0.875 -0.125  1.625  0.375 -1.5   -0.75  -1.625  1.25
  4.125 -1.    -3.875 -0.375  2.625  1.75   0.25  -0.875 -4.125 -2.125
  4.625  4.625  2.   ]"
Equatorial Guinea,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.125  0.125 -0.25   0.125  0.75  -0.375 -1.25  -0.125  1.     0.625
 -0.75  -0.375  0.75  -0.375 -0.75   0.375  0.25   0.25   0.625 -0.375
 -0.75   0.    -0.125 -0.125  0.875  0.75  -0.75  -0.75   0.625  0.5
  1.625  3.25  -3.125 -3.75   3.375 -3.25  -6.125  3.625  4.75  -0.25
 -1.375  0.125  1.   ]"
Eritrea,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.125  0.125 -0.25  -0.25
  0.5    0.75  -0.5   -1.25   0.625  1.375 -0.875 -1.125  0.875  0.875
 -0.5   -0.5   -0.625 -0.625  0.625  0.625 -0.125 -0.125  0.     0.
  0.125  0.25   0.125 -0.25  -0.125  0.25  -0.125 -0.625 -0.25   0.875
  0.75  -0.375 -0.75 ]"
Estonia,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.125   0.125  -0.25
  -0.25    0.125   0.25    0.125  -0.125   0.75    0.75   -1.875  -1.625
   1.25    1.625   0.      6.375  11.625  -3.625 -13.125  -8.125  -3.25
   3.125   1.      1.125   5.625   1.125  -2.625  -0.75   16.625  15.375
 -25.125 -24.75    5.625   5.125   1.      7.75   16.25    6.25  -19.
 -22.875  -4.875  13.375  10.25   -1.5     5.5     0.375 -14.75    0.375
  12.875   0.125  -6.125   1.5     4.75   -4.75   -6.5     1.5     3.875
   8.      8.375   4.75 ]"
Eswatini,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.125
  0.125 -0.25  -0.25   0.125  0.125  0.     0.     0.375  0.375 -0.75
 -0.75   0.625  1.    -0.125 -1.25  -0.5    0.625  0.375  0.     0.
  0.     0.    -0.375 -0.375  0.625  0.625 -0.125 -0.125  0.125  0.25
 -0.5   -0.875  0.25   0.625  0.75   0.625 -1.25  -0.375  1.125 -1.5
 -1.5    1.125  1.75 ]"
Ethiopia,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.125  0.125
 -0.25   0.25   0.625 -0.75  -0.875  0.625  0.625 -0.875 -0.875  1.5
  1.5   -1.5   -1.     1.     0.125 -0.25   0.     0.375 -0.25  -0.875
  1.     0.375 -1.25   0.5    1.375 -1.125 -1.125  0.875 -0.875 -0.875
  2.     1.75  -0.625 -1.     0.125 -0.125 -1.125 -0.625  0.    -0.5
  0.75   1.875  1.5  ]"
Fiji,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.125  0.125 -0.25  -0.125  0.375  0.125
 -0.25  -0.25  -0.25   0.     0.25   0.125  0.     0.     0.25   0.25
  0.125  0.125 -0.75  -0.625  0.25  -0.125  0.125  0.5   -0.125 -0.25
  0.125  0.125  0.125  0.125 -0.25  -0.25  -0.125 -0.125 -0.125 -0.125
  1.     1.625  1.25 ]"
Finland,"[ 0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.25000e-01
  1.25000e-01 -2.50000e-01 -2.50000e-01  1.25000e-01  1.25000e-01
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00 -1.25000e-01 -1.25000e-01
  2.50000e-01  2.50000e-01 -1.25000e-01 -1.25000e-01  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  1.25000e-01  1.25000e-01 -2.50000e-01
 -1.25000e-01  6.25000e-01  2.50000e-01 -1.00000e+00 -6.25000e-01
  1.25000e+00  1.50000e+00 -1.12500e+00 -1.25000e+00  1.87500e+00
  1.25000e+00  2.50000e-01 -8.75000e-01  6.62500e+00  1.81250e+01
 -1.03750e+01 -3.37500e+01  1.62500e+00  1.73750e+01  6.25000e-01
  4.87500e+00  5.12500e+00  7.50000e-01  1.50000e+00 -8.75000e+00
 -6.75000e+00  6.25000e-01 -2.75000e+00  5.87500e+00  7.37500e+00
 -8.37500e+00 -7.62500e+00 -8.37500e+00 -4.26250e+01 -1.53750e+01
  1.14250e+02  8.02500e+01 -7.70000e+01 -4.46250e+01  9.00000e+00
 -1.96250e+01 -3.75000e+00  1.12500e+01 -6.62500e+00 -1.85000e+01
  7.37500e+00  1.93750e+01 -1.70500e+02 -1.66125e+02  3.60250e+02
  3.44750e+02 -2.39750e+02 -2.29750e+02  9.36250e+01  9.41250e+01
 -3.46250e+01 -3.81250e+01 -1.00000e+00]"
France,"[-2.500000e-01 -6.250000e-01 -7.500000e-01  1.250000e-01  6.250000e-01
  0.000000e+00 -5.000000e-01  0.000000e+00  3.750000e-01 -1.250000e-01
 -2.500000e-01  1.250000e-01  1.250000e-01  0.000000e+00  6.250000e-01
  6.250000e-01 -1.250000e+00 -1.250000e+00  3.750000e-01  3.750000e-01
  5.000000e-01  2.500000e-01 -5.000000e-01  2.500000e-01  5.000000e-01
 -2.500000e-01 -2.500000e-01  0.000000e+00  0.000000e+00  0.000000e+00
  0.000000e+00 -6.250000e-01 -2.500000e-01  4.125000e+00  5.375000e+00
  1.250000e+00 -1.000000e+00 -1.125000e+00 -4.125000e+00 -2.875000e+00
  1.275000e+01  3.262500e+01  3.725000e+01 -2.000000e+01 -9.025000e+01
  8.375000e+00  1.393750e+02 -4.175000e+01 -6.012500e+01  2.295000e+02
 -1.037500e+02 -2.133750e+02  3.505000e+02  4.287500e+01 -2.813750e+02
  7.237500e+01 -2.625000e+00 -3.946250e+02 -2.625000e+00  7.636250e+02
  1.812500e+01 -5.155000e+02  2.368750e+02  3.523750e+02 -2.747500e+02
 -6.990000e+02  4.878750e+02  8.810000e+02 -1.306000e+03 -1.229375e+03
  1.110000e+03  7.498750e+02 -4.882500e+02 -3.175000e+01  1.037500e+02
  2.462500e+01  2.233750e+02  1.187500e+01  2.876500e+03  3.154750e+03
 -5.464000e+03 -6.246875e+03  2.805375e+03  3.815125e+03 -1.817250e+03
 -1.716000e+03  2.431875e+03  9.347500e+02 -2.025250e+03 -6.311250e+02
  1.644125e+03  1.816375e+03  1.180000e+03]"
Gabon,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.125
  0.125 -0.25  -0.25   0.125  0.125  0.125  0.25   0.    -0.375 -0.25
  0.125  0.125  0.    -0.125 -0.125  0.125  1.25   1.375 -1.625 -2.5
 -0.25   0.875  1.25   1.375  0.375 -0.5   -0.875 -2.125 -0.625  2.625
  1.     0.     1.125 -0.5   -0.875 -3.625 -2.25   7.625  3.75  -9.125
 -5.75   4.     6.25 ]"
