Country/Region,0
Gambia,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.125  0.125 -0.25  -0.25   0.125  0.125  0.     0.125
  0.125 -0.25  -0.25   0.125  0.25   0.125 -0.25  -0.5   -0.125  0.625
  0.5   -0.25  -0.25   0.     0.     0.     0.     0.625  0.625 -1.25
 -1.25   0.625  0.625  0.     0.     0.125  0.125 -0.25  -0.25   0.125
  0.125  0.     0.   ]"
Georgia,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.125  0.125 -0.25  -0.25   0.375  0.375 -0.5   -0.5
  0.375  0.375 -0.25   0.875  1.5   -1.875 -1.625  1.75  -0.75  -1.25
  1.875 -0.125 -1.875  0.875  1.75  -0.375 -0.375  0.5   -0.25  -0.375
 -0.5   -0.5    0.     0.5    0.375 -0.25   1.5    0.625 -1.125  2.25
 -0.625 -5.75   0.875  3.25  -2.     0.5    2.375 -1.    -2.125  1.125
  5.     0.25  -3.875  2.    -1.5   -9.    -1.5    6.     2.5   -1.125
  1.625  3.     1.75 ]"
Germany,"[ 0.000000e+00  0.000000e+00  1.250000e-01  5.000000e-01  1.250000e-01
 -1.000000e+00 -5.000000e-01  1.000000e+00  7.500000e-01 -5.000000e-01
 -8.750000e-01 -5.000000e-01  1.250000e-01  6.250000e-01  3.750000e-01
 -1.250000e-01 -1.250000e-01  1.250000e-01  1.250000e-01 -5.000000e-01
 -5.000000e-01  5.000000e-01  5.000000e-01 -1.250000e-01 -1.500000e+00
 -1.375000e+00  2.750000e+00  2.500000e+00 -1.625000e+00 -8.750000e-01
  5.000000e-01 -1.250000e-01  1.000000e+00  3.125000e+00  0.000000e+00
 -2.500000e+00  6.500000e+00  5.125000e+00 -9.750000e+00 -3.000000e+00
  2.950000e+01  3.512500e+01 -2.387500e+01 -4.275000e+01  3.875000e+00
  1.050000e+01  3.612500e+01  1.900000e+01  8.362500e+01  2.086250e+02
 -8.050000e+01 -2.111250e+02  1.172500e+02  2.712500e+02  1.571250e+02
  6.625000e+00 -2.291250e+02 -6.120000e+02 -8.725000e+01  3.320000e+02
 -2.382500e+02  3.972500e+02  9.082500e+02 -1.210000e+02 -9.023750e+02
 -1.149375e+03 -5.096250e+02  1.047125e+03  1.203750e+03 -1.000000e+00
 -3.806250e+02 -5.090000e+02 -3.840000e+02 -2.845000e+02 -1.306000e+03
 -1.653750e+02  2.736750e+03  1.766250e+03 -1.358000e+03 -1.475375e+03
 -2.381250e+02  2.205000e+02  6.445000e+02  2.307500e+02 -1.740000e+02
  4.092500e+02  4.087500e+01 -7.865000e+02 -2.921250e+02  4.928750e+02
  4.072500e+02  1.500000e+00 -1.390000e+02]"
Ghana,"[   0.       0.       0.       0.       0.       0.       0.       0.
    0.       0.       0.       0.       0.       0.       0.       0.
    0.       0.       0.       0.       0.       0.       0.       0.
    0.       0.       0.       0.       0.       0.       0.       0.
    0.       0.       0.       0.       0.       0.       0.       0.
    0.       0.       0.       0.       0.       0.       0.       0.
    0.       0.375    0.75    -0.375   -1.375   -0.25     1.       1.25
    0.      -1.375   -0.375    3.25     7.125    3.      -9.875  -14.5
   -0.75     9.125   -0.75    -0.125   12.125   -0.875  -13.125    0.375
    6.25     8.125    9.75    -2.375  -10.75   -17.      11.375   27.75
  -27.5    -29.       1.375   -2.125   44.375   70.375  -25.625 -103.625
  -16.      62.      -2.     -42.     -28.   ]"
Greece,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.125   0.375   0.125  -0.625
  -0.25    0.5    -0.375  -0.375   3.375   4.375  -4.125  -5.25    2.625
  -0.5    -1.75    0.625   8.5    14.625  -3.375 -15.875 -14.25    0.125
   6.25   -0.625  11.125   9.5     0.375  -8.875 -15.5     6.      9.5
  -2.625   4.75   -2.25  -11.25    7.875  12.875 -11.625 -23.75   -1.25
 -12.125 -20.875  57.75   54.125 -31.5   -27.     -1.75   -8.125  -2.875
   6.      3.     -0.5     1.25   -0.25   -1.125 -17.    -16.875  45.5
  50.75  -15.    -41.   ]"
Grenada,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.125  0.125 -0.25
 -0.25   0.875  0.875 -1.5   -1.25   1.     0.25  -0.5    0.375  0.625
  0.    -0.75  -0.375  0.375  0.25   0.     0.25   0.25  -0.5   -0.5
  0.25   0.25   0.    -0.75  -0.75   1.5    1.5   -0.75  -0.625  0.125
 -0.25  -0.375 -0.25 ]"
Guatemala,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.125
  0.125 -0.25   0.25   0.625 -0.5   -0.25   0.75  -0.125 -1.25  -0.75
  0.25   0.375  0.875  0.625 -1.    -0.5    0.75   0.     0.625  1.375
 -0.75  -1.75  -0.375  1.25   1.125 -0.125  2.125  2.125 -4.75  -5.625
  0.125  3.75   3.75  -0.125 -1.375  0.875  1.625 -2.75  -6.25   6.875
 15.75   3.75  -4.75 ]"
Guinea,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.125   0.125  -0.25   -0.25    0.125   0.125
   0.      0.      0.125   0.125   0.      0.     -0.375  -0.375   0.75
   0.75    0.      0.75   -0.75   -2.      3.25    4.875   0.     -3.625
  -7.625  -3.25    7.      5.375  -2.125  -1.875  -0.5     1.625   8.125
  -2.25  -13.25   -3.5     6.125   7.     -2.875  -4.125   8.5     8.375
   5.375   6.875   6.   ]"
Guinea-Bissau,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.25   0.25  -0.5   -0.5    0.25   1.     0.75  -1.375 -1.375  1.25
  1.625 -1.    -2.125  1.875  3.    -3.    -3.375  1.375  1.375 -0.125
 -0.125  0.875  0.875 -1.25  -0.875  1.125  0.    -1.     0.125  0.5
  0.125  0.     0.   ]"
Guyana,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.375  0.375 -0.375 -0.375 -0.375 -0.375  0.375  1.875  1.625 -4.75
 -5.125  5.     5.375 -1.375 -1.5   -0.75  -0.375  1.625  0.25  -2.25
 -0.375  0.875 -0.375  0.     1.     0.5   -1.     0.25   1.5   -1.625
 -1.75   2.25   1.5   -1.625 -0.875 -0.375 -0.625  0.75   0.875  0.375
  0.375  0.125  0.   ]"
Haiti,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.25   0.25  -0.5    0.     0.875
 -0.5   -1.125  0.     0.375  1.     0.875 -1.5   -1.375  0.875  0.75
  0.25  -0.125 -0.375  0.375 -0.125 -0.5    0.125  0.    -0.25   0.5
  1.    -1.    -1.5    0.75   1.     0.125  1.     0.5   -2.625 -0.625
  3.375  1.625 -0.5  ]"
Holy See,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.125  0.125 -0.25  -0.25   0.125  0.125  0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.375
  0.375 -0.75  -0.75   0.625  0.625 -0.5   -0.5    0.25   0.375  0.125
 -0.25  -0.25   0.125  0.125 -0.125 -0.125  0.25   0.25  -0.125 -0.125
  0.     0.     0.     0.     0.     0.     0.125  0.125 -0.25  -0.25
  0.125  0.125  0.   ]"
Honduras,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.25    0.25   -0.5    -0.5     0.375   0.75    0.375  -0.625
  -0.625   1.625   1.125  -3.125  -1.75    1.875   0.75    1.875   3.125
   0.25   -2.375  -2.625  -2.     -0.75    6.75    2.875  -8.875  -3.
   0.875   1.25    1.25   -0.125   8.      1.25  -14.125  -6.625   7.875
   6.625  -1.125  -1.5     2.      1.25   -3.125  -2.5     4.625   3.25
  -4.625  -3.75   -0.5  ]"
Hungary,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.25    0.25   -0.5    -0.25    0.875   0.375
  -1.     -0.5     0.625   0.375   1.25    0.375  -2.5     0.125   2.25
   0.     -0.375  -0.875  -0.375   3.875   1.875  -3.875  -0.125   1.375
  -1.125   4.25    2.     -8.875  -7.25    4.      6.875  -2.75   -4.
   0.25   -0.375   8.5     8.25   12.625  15.    -27.5   -43.25   -6.375
   9.75   10.625  27.25   13.625 -24.125 -13.75   14.25    9.5   -13.5
 -19.875  -2.75    7.5  ]"
Iceland,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.125   0.125
   0.      0.375   0.625   1.375   1.125  -2.25   -2.75   -0.875  -0.125
   2.625   3.25    0.625   0.625   0.375  -5.875  -5.875   7.5     8.375
   1.      7.125  -2.875 -16.125  -5.75   -3.75    6.5    15.25   -5.375
  -6.625  -0.5    -6.875  -2.5     4.375  10.5     0.75  -19.25   -5.875
  25.375   2.375 -36.375   0.25   32.125  -1.625 -14.     11.375  10.625
 -12.75  -10.875   8.125   8.      8.      7.375 -17.625 -12.125  13.625
   3.875  -6.125  -3.   ]"
India,"[ 0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  1.25000e-01  1.25000e-01 -2.50000e-01 -1.25000e-01  3.75000e-01
  0.00000e+00 -5.00000e-01 -1.25000e-01  2.50000e-01  1.25000e-01
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00 -3.75000e-01 -3.75000e-01  7.50000e-01
  7.50000e-01 -3.75000e-01 -3.75000e-01  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  2.50000e-01  2.50000e-01  2.37500e+00
  2.62500e+00 -5.12500e+00 -5.50000e+00  3.12500e+00  3.25000e+00
  3.75000e-01  3.75000e-01 -1.00000e+00 -7.50000e-01  1.50000e+00
  1.25000e-01 -4.00000e+00  2.50000e-01  5.87500e+00  2.25000e+00
  2.25000e+00  6.87500e+00  2.25000e+00 -5.87500e+00 -1.02500e+01
 -6.25000e+00  8.87500e+00  8.87500e+00 -1.37500e+00 -1.70000e+01
 -2.50000e+00  3.91250e+01  5.20000e+01  5.93750e+01 -7.51250e+01
 -1.57250e+02  7.62500e+01  1.95875e+02  9.62500e+00 -1.93500e+02
 -1.08000e+02  1.14500e+02  6.40000e+01 -6.38750e+01  3.05000e+01
  1.06875e+02 -7.11250e+01 -1.48375e+02 -9.62500e+00  6.33750e+01
  1.58500e+02  4.58750e+01 -2.69500e+02 -8.78750e+01  2.18125e+02
  8.70000e+01 -3.67500e+01 -1.82500e+01]"
Indonesia,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.25    0.25   -0.5    -0.5     0.5     0.5    -0.25    1.375
   2.125  -2.     -3.75    2.875   7.375  -1.375  -7.5     0.625   6.5
   5.875   1.375  -6.875  -7.375  -3.      7.375  14.25   -4.25  -10.5
   2.5    -3.75   -3.25    3.5    -4.     -2.125   9.625   6.625  -8.5
   6.25   22.     -3.875 -14.5    -4.875  -3.25   16.125   7.625 -36.875
 -23.375  26.625  29.75    2.375 -24.5   -45.125  -9.625  46.875  32.75
   5.375  11.125  15.25 ]"
Iran,"[ 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
  0.000000e+00  3.750000e-01  1.750000e+00  1.750000e+00 -8.750000e-01
 -1.375000e+00  2.000000e+00 -1.250000e+00  3.000000e+00  2.400000e+01
  1.487500e+01  8.750000e+00  3.675000e+01  6.162500e+01 -5.375000e+00
 -1.588750e+02 -1.487500e+01  1.453750e+02 -1.502500e+02 -1.830000e+02
  1.447500e+02  1.821250e+02  7.887500e+01  5.137500e+01 -1.000000e+01
 -3.147500e+02 -3.610000e+02  2.382500e+02  3.728750e+02  2.250000e+00
 -1.950000e+02 -2.585000e+02  7.337500e+01  4.370000e+02  1.823750e+02
 -2.198750e+02 -7.212500e+01  1.718750e+02  1.171250e+02 -6.825000e+01
 -3.285000e+02 -2.043750e+02  1.905000e+02  5.712500e+01 -2.536250e+02
 -1.701250e+02  1.812500e+02 -5.000000e+01 -7.756250e+02  3.425000e+01
  9.342500e+02  1.465000e+02 -6.913750e+02 -2.936250e+02  1.160625e+03
  8.518750e+02 -6.440000e+02 -4.798750e+02 -1.062500e+01  4.500000e+00
  1.195000e+02  1.237500e+01 -2.416250e+02 -1.155000e+02  1.025000e+02
  8.187500e+01  1.030000e+02  1.412500e+02]"
Iraq,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.125   0.125   0.25    0.5    -0.625  -0.625
   1.5     0.875  -1.125  -1.625  -1.625   0.375   3.5     2.     -4.
  -2.875   1.625  -1.25    3.      7.375  -3.5    -6.375   3.25    2.375
  -3.125   0.625  -1.125  -3.875   5.625   7.875  -5.25   -9.375   8.25
  12.     -8.75   -7.25    7.75   -5.5   -14.5     2.625   9.375   6.375
   1.     -6.625  -1.875  -7.75   -9.75    9.375   9.875  -4.375  -7.
   5.375   9.875   3.375   2.     -6.     -5.875   5.     -1.125   0.375
  13.375   7.375  -1.25 ]"
Ireland,"[ 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
  1.250000e-01  1.250000e-01 -2.500000e-01 -1.250000e-01  7.500000e-01
  3.750000e-01  2.500000e-01  6.250000e-01 -2.250000e+00 -2.125000e+00
  3.125000e+00  3.375000e+00 -2.625000e+00  1.000000e+00  1.050000e+01
 -4.375000e+00 -1.525000e+01  7.500000e+00  1.537500e+01  2.412500e+01
  2.425000e+01 -4.362500e+01 -5.500000e+01  2.675000e+01  4.575000e+01
 -1.250000e+00 -1.750000e+01  1.125000e+00  5.375000e+00 -2.275000e+01
 -2.537500e+01  2.487500e+01  1.637500e+01 -1.662500e+01  3.200000e+01
  1.462500e+01 -5.162500e+01 -1.025000e+01  1.600000e+01 -1.262500e+01
  1.862500e+01  1.735000e+02  1.670000e+02 -2.197500e+02 -2.635000e+02
  8.462500e+01  8.975000e+01 -4.062500e+01 -6.462500e+01 -2.075000e+01
  3.325000e+01 -4.575000e+01 -1.190250e+03 -1.046625e+03  2.458500e+03
  2.379750e+03 -1.169000e+03 -2.350750e+03]"
Israel,"[ 0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  1.25000e-01  1.25000e-01 -2.50000e-01
 -2.50000e-01  1.25000e-01  2.50000e-01  1.25000e-01 -1.25000e-01
  2.50000e-01  6.25000e-01 -5.00000e-01 -1.12500e+00  3.75000e-01
  1.25000e+00  1.75000e+00  1.00000e+00 -1.62500e+00 -2.25000e+00
 -1.87500e+00  2.50000e-01  3.12500e+00  4.12500e+00  2.12500e+00
  1.12500e+00 -2.75000e+00 -1.21250e+01  1.00000e+00  2.55000e+01
  1.58750e+01 -8.12500e+00 -4.37500e+00  2.12500e+00 -1.26250e+01
  1.02000e+02  1.36375e+02 -1.93750e+02 -2.04000e+02  1.44125e+02
  7.91250e+01 -8.25000e+01  2.60000e+01  6.21250e+01 -5.67500e+01
 -1.03375e+02 -1.17500e+01  5.71250e+01 -2.11250e+01 -7.48750e+01
  4.48750e+01  1.18250e+02  2.87500e+00 -8.08750e+01 -1.10000e+01
  4.28750e+01 -6.25000e-01 -3.38750e+01 -2.18750e+01  2.50000e+00
  3.23750e+01  2.72500e+01 -1.71250e+01 -2.87500e+01  2.96250e+01
  5.50000e+01  7.87500e+00 -1.97500e+01]"
Italy,"[ 0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  2.50000e-01  2.50000e-01 -5.00000e-01 -5.00000e-01
  2.50000e-01  2.50000e-01  0.00000e+00  1.25000e-01  1.25000e-01
 -2.50000e-01 -2.50000e-01  1.25000e-01  1.25000e-01  0.00000e+00
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
  0.00000e+00  0.00000e+00  2.00000e+00  7.00000e+00  1.23750e+01
  6.25000e+00 -1.06250e+01 -6.37500e+00  1.13750e+01  1.38750e+01
  7.12500e+00  2.58750e+01  1.80000e+01 -5.53750e+01 -2.91250e+01
  5.21250e+01  3.12500e+01  4.81250e+01  1.15250e+02  5.33750e+01
 -1.65625e+02 -1.84750e+02 -6.83750e+01  2.59875e+02  7.46875e+02
 -5.96250e+01 -9.00125e+02 -1.84000e+02  2.68875e+02  2.32250e+02
  4.86000e+02  8.67500e+01 -7.44000e+02 -4.63625e+02  1.31625e+02
 -1.30000e+01  1.61000e+02  4.56000e+02 -6.52500e+01 -4.53125e+02
 -3.32250e+02 -2.85500e+02  2.71250e+02  6.71250e+02  2.38750e+01
 -2.31000e+02  1.58750e+02 -1.53750e+01 -5.09875e+02 -3.15750e+02
  3.78250e+02  4.71750e+02  7.41250e+01  4.12500e+00 -7.83750e+01
 -3.63875e+02 -1.87500e+02  2.77500e+02  1.60875e+02 -1.78750e+02
  1.12500e+00  5.67500e+01 -1.99250e+02 -3.82500e+01  1.91250e+02
 -2.00000e+01 -1.71125e+02 -1.29500e+02]"
Jamaica,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.125   0.25    0.625   0.25   -1.375  -1.25    0.375   1.125
   0.5    -0.5    -0.375   0.25    0.375  -0.25    0.25    0.5    -1.375
  -0.5     1.625   0.375  -1.     -0.25    0.875  -0.375  -1.625   0.625
   1.375  -0.25   -0.625  -1.25   -0.375   2.      1.75   -0.625  -2.125
   5.75    9.625 -10.25  -15.      6.125  11.625   0.875 -11.375  -4.625
  10.75    5.25   -2.75 ]"
Japan,"[ 0.00000e+00  1.25000e-01  1.25000e-01  1.25000e-01  1.25000e-01
 -1.25000e-01  3.75000e-01  5.00000e-01 -1.00000e+00 -1.75000e+00
  0.00000e+00  1.37500e+00  1.25000e-01 -1.25000e-01  6.25000e-01
 -3.75000e-01 -1.00000e+00 -8.75000e-01  5.00000e-01  2.25000e+00
  5.00000e-01  2.50000e-01  3.00000e+00  0.00000e+00 -5.00000e+00
 -2.75000e+00  1.75000e+00  2.00000e+00  1.00000e+00  2.50000e+00
  5.00000e-01 -5.50000e+00 -2.62500e+00  4.62500e+00  2.00000e+00
 -5.37500e+00 -3.62500e+00  5.12500e+00  3.87500e+00 -2.50000e-01
  3.87500e+00  3.25000e+00 -5.00000e+00 -9.25000e+00 -2.87500e+00
  4.00000e+00  7.12500e+00 -1.62500e+00 -7.25000e+00  1.35000e+01
  1.25000e+01 -2.32500e+01 -2.57500e+01  1.32500e+01  2.03750e+01
 -4.75000e+00 -9.87500e+00  1.10000e+01  2.01250e+01 -1.36250e+01
 -1.57500e+01  1.52500e+01  5.00000e-01  8.00000e+00  3.15000e+01
 -3.06250e+01 -6.27500e+01  2.68750e+01  8.23750e+01  2.50000e+00
 -3.80000e+01 -1.62500e+00 -3.00000e+01  6.12500e+00  3.03750e+01
 -1.51250e+01  6.92500e+01  5.48750e+01 -9.10000e+01 -4.60000e+01
 -2.93750e+01 -9.96250e+01  4.07500e+01  2.00500e+02  7.43750e+01
 -2.18000e+02 -2.09375e+02  3.90000e+01  1.42125e+02  1.48875e+02
  9.91250e+01  2.20000e+01 -2.75000e+00]"
Jordan,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.125  0.125
 -0.25  -0.25   0.125  0.125  0.     0.     0.     0.    -0.125 -0.125
  1.125  2.25   1.375  0.25  -1.25  -2.625 -3.5   -0.5    5.625  2.625
 -2.875  0.125 -0.375 -7.25  -2.875  4.5    0.25  -0.5    3.75   2.5
 -3.    -4.625 -0.875  2.875  4.25   2.5   -0.5   -2.25  -1.875 -2.375
 -0.625  3.     2.375  1.625  1.625 -1.    -2.75  -2.125 -2.5    0.875
  5.375  2.75  -0.25 ]"
Kazakhstan,"[  0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.5     0.75   -0.375  -1.      2.25    2.875
  -4.     -4.375   1.375   2.125   0.25   -0.625   1.25    3.25    4.5
   5.375   0.75  -12.625 -14.375   4.5    12.125   0.625  -4.625   2.75
   4.75   -4.    -12.375  -3.5    10.      2.375   2.     14.75    4.625
 -21.875 -18.625  14.25   12.5   -13.875   4.     27.125  -0.25  -19.625
  -6.125  -0.75   -3.25 ]"
Kenya,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.125  0.125
  0.     0.    -0.375 -0.375  0.75   0.75  -1.     0.     1.625 -0.25
 -0.875 -1.    -1.375  1.125  2.25   0.25  -0.375  1.5    2.875 -1.125
 -7.5   -3.125  5.75   2.75  -3.625 -3.    -0.75   1.     3.5    1.875
 -1.25   0.     0.5    1.625  1.75  -3.75  -3.5    3.125  2.625 -2.75
 -2.75   0.     0.75 ]"
"Korea, Republic of","[-2.50000e-01 -2.50000e-01  0.00000e+00  0.00000e+00 -3.75000e-01
 -1.25000e-01  1.12500e+00  1.12500e+00 -1.25000e+00 -1.62500e+00
  0.00000e+00  7.50000e-01  1.12500e+00 -1.25000e-01 -1.62500e+00
 -6.25000e-01  1.00000e+00  1.12500e+00 -6.25000e-01 -1.37500e+00
  8.75000e-01  1.12500e+00 -5.00000e-01  1.25000e-01  1.25000e-01
 -6.25000e-01  8.62500e+00  2.12500e+01  2.38750e+01  7.12500e+00
 -2.45000e+01 -3.12500e+01 -4.50000e+00  5.55000e+01  7.83750e+01
  2.13750e+01 -4.28750e+01 -9.95000e+01 -3.25000e+01  3.80000e+01
 -7.58750e+01 -6.18750e+01  6.51250e+01  3.20000e+01 -4.63750e+01
 -6.53750e+01  7.50000e+00  1.07000e+02  3.01250e+01 -5.20000e+01
  3.52500e+01 -3.62500e+01 -1.37125e+02  9.48750e+01  2.20750e+02
  2.73750e+01 -9.07500e+01 -2.21250e+02 -1.95000e+02  2.31500e+02
  2.49375e+02 -5.73750e+01 -6.40000e+01 -1.07500e+01  3.81250e+01
  2.42500e+01 -3.30000e+01 -8.37500e+00 -1.75000e+01 -3.70000e+01
 -4.12500e+00  2.25000e+01  3.23750e+01  1.47500e+01 -1.36250e+01
 -2.28750e+01 -3.16250e+01  4.00000e+00  3.48750e+01  1.10000e+01
 -1.87500e+00 -4.62500e+00 -1.65000e+01 -1.01250e+01  1.21250e+01
  4.25000e+00 -6.87500e+00  7.00000e+00  4.00000e+00 -1.91250e+01
 -3.67500e+01 -2.52500e+01 -9.25000e+00]"
