Country/Region,0
Italy,"[0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 5.0000e-01 5.0000e-01 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.0000e+00
 2.8000e+01 6.5500e+01 8.1000e+01 8.0500e+01 1.0850e+02 1.4100e+02
 1.9150e+02 2.3000e+02 3.7800e+02 3.9100e+02 3.4300e+02 4.3550e+02
 5.1650e+02 6.0500e+02 8.8250e+02 1.2355e+03 1.4620e+03 1.2035e+03
 1.3025e+03 8.9800e+02 2.1825e+03 3.5800e+03 2.8240e+03 2.6615e+03
 2.7295e+03 2.8185e+03 3.5640e+03 4.9195e+03 4.7455e+03 4.0445e+03
 4.0725e+03 3.6960e+03 3.3475e+03 3.9915e+03 4.4465e+03 4.0260e+03
 3.7330e+03 2.7315e+03 1.8775e+03 2.5220e+03 2.7070e+03 2.4080e+03
 2.6125e+03 2.9290e+03 2.4565e+03 1.4105e+03 1.0375e+03 1.4050e+03
 1.6150e+03]"
Jamaica,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.5  1.   3.5  3.   1.   0.   0.   1.5
  1.   1.   0.5  1.5  1.5  1.   3.5  2.5  0.   2.   3.   3.   2.   3.
  4.5  1.5  0.5  2.5  2.   2.5  1.  -2.5 -2. ]"
Japan,"[  0.    0.    0.    0.5   0.5   1.5   1.5   2.    4.    4.5   2.5   0.
   1.    1.    0.    1.5   1.5   0.5  -1.   -4.   -1.5   0.5   0.    6.
  13.5  11.5   7.    6.    7.5   8.5  12.   21.   18.5  11.5  14.5  20.5
  18.5   8.    8.   16.   13.   23.   33.5  43.   34.   26.   23.   25.
  40.5  17.5  29.   64.   67.5  17.5   3.   24.   20.   11.5  -2.5  43.
  55.5  20.   50.5  58.   47.5 128.  170.5  75.5  42.5 130.5 244.  195.5
 293.5 254.  223.  337.  274.  359.5 399. ]"
Jordan,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.5   0.5   0.    0.    0.    0.    0.    0.
   0.    0.   -0.5  -0.5   3.5   8.   13.   17.5  17.5  16.5   8.   13.5
  21.   21.   22.5  29.   22.5   8.   11.    5.    0.5   0.    5.    5.
  -2.5  -8.5 -13.5 -10.5  -7.5  -2.5   2. ]"
Kazakhstan,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   2.   3.   2.5  2.  12.  12.5
  5.5  5.5  4.5  7.   4.5  6.   9.5 18.  32.5 51.5 58.5 34.5 27.  35.5
 44.  39.  42.5 53.5 60.  52.  28.  36.5 47. ]"
Kenya,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.5  0.5  1.   1.   0.   0.
  2.   2.   0.   4.   4.5  5.   5.5  2.   1.   3.5  5.5  6.   8.5 14.5
 23.  18.5  7.5 10.  15.  12.5  8.   3.   1. ]"
"Korea, South","[ 0.000e+00  5.000e-01  5.000e-01  5.000e-01  1.000e+00  5.000e-01
  0.000e+00  0.000e+00  3.500e+00  4.000e+00  2.000e+00  1.500e+00
  5.000e-01  2.000e+00  3.500e+00  2.000e+00  0.000e+00 -5.000e-01
  5.000e-01  1.500e+00 -1.500e+00 -2.000e+00  0.000e+00 -1.000e+00
 -5.000e-01  5.000e-01 -5.000e-01 -5.000e-01  3.400e+01  8.350e+01
  1.640e+02  1.960e+02  1.960e+02  1.835e+02  2.100e+02  3.930e+02
  5.375e+02  6.880e+02  6.935e+02  5.850e+02  7.195e+02  6.340e+02
  4.420e+02  4.355e+02  4.250e+02  3.650e+02  2.225e+02  3.300e+01
  5.000e+01  1.290e+02 -2.000e+00  1.700e+01  8.700e+01 -2.400e+02
 -3.725e+02 -1.175e+02  5.100e+01  1.145e+02  1.115e+02 -5.385e+02
 -6.080e+02 -2.655e+02 -3.300e+02 -2.220e+02 -3.080e+02 -2.215e+02
 -1.335e+02 -1.240e+02 -9.100e+01 -6.000e+01 -1.185e+02 -1.440e+02
 -1.625e+02 -1.380e+02 -7.700e+01 -7.300e+01 -4.600e+01 -9.950e+01
 -1.620e+02]"
Kosovo,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.  35.  42.   9.5  4.   1.5  6.5 11.
  4.5  0.5  2.   3.   1.5 10.5 14.   3.5  0. ]"
Kuwait,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.5  5.5 12.5 16.   9.5  1.   0.   5.5  5.5  0.
  1.   1.   1.5  2.5  1.   2.5  3.5  3.5  2.5 12.  16.   7.5  7.   6.5
  4.5  7.   9.5 10.   6.5 -4.5 -5.   3.5  8.   6.  10.  11.5 14.  21.5
 22.5 49.  62.  60.5 88.  90.5 91.  80.5 55. ]"
Kyrgyzstan,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.5
  1.5  1.5  5.5  4.   1.  14.  14.   1.   7.   7.  13.  16.5 10.   8.5
  3.5  7.5 11.5  7.  22.5 27.  27.  25.   8. ]"
Laos,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  1.  1.5 2.  1.5 1.  1.  0.  0.5 1.  0.5 0.
 0.  0.5 1.  1.5 1.5 1.  1. ]"
Latvia,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.5  0.5  0.
  0.   0.   0.   0.5  2.5  2.5  1.5  1.   3.5  8.   6.5  4.   9.5 18.5
 18.5 20.  19.  14.  28.  29.  20.5 23.5 29.5 30.5 33.5 35.5 25.5 35.
 15.  23.  40.  20.   9.  -0.5 17.  20.  11. ]"
Lebanon,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.5  0.5  0.   0.   0.   0.5  0.5  0.   1.   4.   4.5  1.5 -0.5
  1.   4.5  3.   5.   5.   4.  13.   9.   8.  16.  16.5  8.5  4.  10.5
 17.5 14.  15.  40.5 38.  35.  26.  16.5 24.5 17.5 21.  13.  11.5 11.
  5.5  9.5  8.5  7.   6.5  6.  16.5 14.5  1. ]"
Liberia,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.5
 0.5 0.5 0.5 0.  0.5 0.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  1.5 1.5 0.5
 0.  0.  1.  0.5 8.  8.  0. ]"
Libya,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.5  0.5  0.   0.   1.   3.5  2.5  0.5  1.
  0.5  0.   3.5  3.5  0.   0.5 -2.5 -1.5  3. ]"
Liechtenstein,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.5   0.5   0.    0.    0.    0.    0.
   0.    0.    0.    1.5   1.5   0.    1.5  12.   10.5   0.    4.5   4.5
   7.    7.    0.    2.5   2.5   0.    0.    3.    6.    3.    3.5   3.5
   0.5   0.5 -27.5 -27.    0.5   0.    0. ]"
Lithuania,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.5  0.5  0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   1.   1.   1.5  2.5  2.5  4.   6.5  5.
  5.5 11.  23.  46.5 48.  32.5 46.  44.  41.5 46.  50.  45.5 35.  44.5
 55.5 57.  60.  55.5 33.5 33.  34.5 37.  42. ]"
Luxembourg,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.5   0.5   0.    0.    0.    0.    0.5   0.5   0.5   0.5   1.
   2.    7.   13.5  15.5  12.   13.   40.5  62.5  96.  139.5 165.5 152.
  99.5 150.5 229.  176.5 115.5 167.5 169.5  76.5  93.  142.  151.  -64.5
 -89.5  93.5  52.   79.   93.   68.5  75. ]"
MS Zaandam,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  2.5 2.5 0.
 0.  0.  0.  0.  0.  0.  0. ]"
Madagascar,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  1.5 1.5 0.  4.5 7.  3.5 3.  3.5 1.5 6.5 8.5 9.  7.  1.  6.5
 5.5 0.  5.  5.5 1.  0.5 0. ]"
Malawi,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.5 1.5
 0.5 0.5 0.5 1.5 1.  0.  0. ]"
Malaysia,"[  0.    0.    1.5   2.    0.5   0.    1.5   2.    0.5   0.    0.    0.
   1.    2.    1.   -0.5   1.5   2.    1.    0.   -1.    0.5   0.5  -0.5
  -0.5   0.   -3.   -4.   -1.    0.    0.    0.   -1.5  -1.5   0.    0.5
   0.5   1.    3.    2.    1.5   8.5   7.   16.5  21.    7.   11.5  15.
  15.    9.   24.   40.  107.5 160.5 118.  102.  100.5 106.  121.  108.5
 150.  134.  106.  184.  149.5  90.   85.5  68.5  69.5  54.   56.5 117.5
 106.   71.5 -10.5  -8.5  38.5 -13.  -14. ]"
Maldives,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   2.   2.   1.   2.   1.   0.5  1.   2.   1.5  0.   0.
  0.   0.   0.   0.   0.  -2.5 -4.  -1.5  1.   1.  -1.5 -1.5  0.5  1.
  0.5  0.   0.   0.   0.   0.   0.   0.   0. ]"
Mali,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   1.   2.   4.5  7.   3.   2.5  4.5  2.5
  3.5  4.   2.   1.5 -2.   0.   1.5  3.   9. ]"
Malta,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   1.5  1.5  0.   1.   1.5  0.5  2.5  5.5  4.5  5.5  8.   4.
  7.5 13.  10.  13.  17.  10.  11.  12.   5.   7.5  6.   3.5  9.  16.
 13.5  7.   8.5 11.  12.5 33.  23.  15.5 37. ]"
Mauritania,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.5  0.5  0.   0.   0.
  0.5  0.5  0.   0.   0.   0.   0.   0.5  0.5  1.   0.  -1.5  0.   0.5
  0.   0.   0.   0.   0.   0.   0.   0.5  1. ]"
Mauritius,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.5
  1.5  4.5  5.   7.  10.5  7.   6.  19.5 23.  10.5  6.  12.5 17.  15.
 12.  12.  10.  17.  24.  20.   8.5 15.5 37. ]"
Mexico,"[   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.     0.     0.5    2.     2.     0.5
   -0.5   -0.5    0.     0.5    0.5    0.5    0.5   -1.5   -1.     2.5
    2.     7.    14.5   13.5   20.5   20.    17.5   35.    42.    43.
   56.    57.    43.5   53.    88.5  118.   127.5  118.5  101.5  106.5
  137.5 -162.  -155.5  175.5  210.5  251.5  297.5  346.5  363. ]"
Moldova,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.5   0.5   1.
   1.    0.    1.5   4.5   8.5   5.5   3.    2.5   9.   18.   15.5  14.
  14.5  15.   19.5  26.   24.5  26.5  32.   27.   36.   57.   72.5  81.
 117.5 131.   99.   87.5  99.  108.  103. ]"
Monaco,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.5 0.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.5 0.  0.  2.5
 2.5 0.  0.  2.  2.  5.5 5.5 0.  4.  5.  5.5 4.5 1.5 3.  2.5 2.5 4.  4.
 2.5 4.5 5.  2.5 2.  2.  2. ]"
Mongolia,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.5  0.5  0.   0.   0.   0.   0.   2.   2.5
  0.5  0.   2.   2.   0.   0.   0.   0.5  0.5  0.5  0.5 -1.  -1.   1.
  1.   0.   0.   0.   0.5 -0.5 -0.5  0.5  0. ]"
Montenegro,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   1.
  0.5  6.   5.5  3.5  6.  12.5 12.5 11.  15.   7.5  1.5  3.5 11.5 15.5
 17.5 25.  28.  20.  16.  12.   6.   5.5  4. ]"
Morocco,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.5  0.5  0.
  0.5  0.5  0.   0.   0.   0.   1.   1.5  0.5  5.  10.5  6.   4.5  9.5
 12.5 13.5 15.  17.5 23.  25.5 38.  48.5 49.5 55.  64.5 71.  58.5 39.
 38.  50.  80.5 94.5 82.5 63.  63.  83.5 83. ]"
Mozambique,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.5  0.5  1.   2.   2.   1.   0.5  0.5  0.   0.   1.
  1.   0.  -0.5 -0.5  0.   0.   3.5  3.5  0. ]"
Namibia,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   1.   0.   0.   0.
  0.5  0.5  0.   0.   0.5  1.   0.5  0.5  0.5  0.   1.5  1.5  0.   1.5
  1.  -0.5  0.   1.   1.   0.   0.   0.   0. ]"
Nepal,"[ 0.   0.   0.5  0.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.  -0.5 -0.5  0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.5  0.5  0.5  0.5  0.5  1.   0.5  0.   0.   0.
  0.5  0.5  1.5  1.5  0.   0.   0.   0.   0. ]"
Netherlands,"[0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.0000e-01
 5.0000e-01 2.5000e+00 4.5000e+00 6.0000e+00 7.0000e+00 1.0000e+01
 2.9000e+01 4.4500e+01 5.2500e+01 6.7500e+01 6.5500e+01 5.8000e+01
 9.0000e+01 6.0000e+01 1.4900e+02 2.2500e+02 1.6000e+02 2.2100e+02
 2.7500e+02 3.0400e+02 3.6100e+02 4.4800e+02 5.5650e+02 5.7050e+02
 5.2350e+02 6.3250e+02 7.6450e+02 8.6350e+02 1.0085e+03 1.0730e+03
 9.0550e+02 7.6300e+02 7.3450e+02 7.8100e+02 9.0650e+02 9.0500e+02
 8.1100e+02 9.2700e+02 9.9250e+02 7.0200e+02 6.8050e+02 9.4650e+02
 1.0670e+03]"
New Zealand,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.5  0.5  0.   0.   0.   1.
  1.   0.5  1.   0.5  0.   0.   0.   0.   0.   0.5  1.5  1.   2.   6.
  8.   9.5 12.  31.5 25.  20.5 40.5 56.5 74.  72.5 63.  62.  57.5 49.5
 66.  70.  59.  59.  53.5 18.  -1.   1.5 -6. ]"
Nicaragua,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.5  0.5  0.5  0.5  0.   0.   0.   0.  -0.5  0.5  1.   0.   0.5  0.5
  0.   0.   0.   0.5  0.5  0.   0.   0.5  1. ]"
Niger,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.5  0.5  0.5  1.   0.5  1.5  3.   1.5  0.   4.   7.5  3.5 22.5
 34.5 23.  21.5 23.  40.5 40.  43.  59.  56. ]"
Nigeria,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.5  0.5  0.   0.   0.   0.
  0.   0.   0.   0.   0.5  0.5  0.   0.   0.   0.   0.   0.   0.5  2.5
  2.   2.   7.   8.5  8.   6.5  5.5 10.5  9.  11.5 20.5 18.   9.  21.
 18.5  9.  11.5  6.5  6.5  5.  14.  13.   4. ]"
North Macedonia,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.5  0.5  0.   0.   0.   0.   0.   0.
  0.   1.   1.   0.   0.   2.   2.   0.   3.   3.   0.   2.   6.   8.5
 11.  16.  18.5 23.5 24.5 16.  20.  25.  20.  19.5 18.5 16.  29.  30.
 24.  36.  45.  58.  35.5 14.5 18.  26.5 43. ]"
Norway,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.5   0.5
   2.5   7.    6.5   5.    6.5  15.5  27.5  26.   30.   34.   28.5 111.5
 196.5 151.  199.  192.5 111.  121.5 121.  107.  139.5 181.5 186.  235.5
 250.  234.  227.  252.  333.  318.  261.  208.  168.5 202.5 238.  236.5
 195.5 152.5 150.5 190.5  98.   53.  118. ]"
Oman,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   1.   1.   1.   1.   0.   0.5  0.5  0.   2.5  4.
  2.   0.5  0.   0.   0.  -2.5 -2.5  0.   0.5  0.5  1.5  1.5  1.   7.
 10.5  4.5  2.   1.   4.5 14.5 16.5  9.5 13.  21.5 18.  10.5  6.5 12.5
  8.   9.5 20.5 20.5 27.  33.5 38.5 21.5  0. ]"
Pakistan,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    1.    1.
   0.    1.    1.    0.    0.5   0.5   0.    0.5   0.5  -0.5  -0.5   5.
   6.    1.5   4.5   5.5  12.5  52.5  91.5  81.5 102.5  94.  137.5 140.5
  75.   90.5  85.  112.  152.5 141.5 107.5  83.  141.  188.5 213.  261.5
 192.  189.5 404.  325.  140.5 151.5 117. ]"
Panama,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.5
   3.5   4.5   9.5  12.5   8.    9.5  13.   15.5  20.   25.5  45.5  87.
  70.   14.   47.5 105.  114.5 111.  108.5  95.5 131.   90.5  67.  143.
 171.5 157.  151.  144.5 126.5 209.  275. ]"
Papua New Guinea,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.5 0.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.5 0.5 0.  0.  0. ]"
